mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence
P07317,P07317|Vx169|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07318,P07318|Vx169 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07319,P07319|Vx170|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07320,P07320|Vx170 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07321,P07321|Vx171|Conus vexillum|Wild type|conotoxin|D superfamily||IV|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,IV,nucleic acid level
P07322,P07322|Vx171 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07323,P07323|Vx172|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07324,P07324|Vx172 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07325,P07325|Vx173|Conus vexillum|Wild type|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,XX,nucleic acid level
P07326,P07326|Vx173 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07327,P07327|Vx174|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07328,P07328|Vx174 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07329,P07329|Vx175|Conus vexillum|Wild type|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,XX,nucleic acid level
P07330,P07330|Vx175 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07331,P07331|Vx176|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07332,P07332|Vx176 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07333,P07333|Vx177|Conus vexillum|Wild type|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,XX,nucleic acid level
P07334,P07334|Vx177 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07335,P07335|Vx178|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07336,P07336|Vx178 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07337,P07337|Vx187|Conus vexillum|Wild type|conotoxin|I2 superfamily||XIII|nucleic acid level,Conus vexillum,Wild type,conotoxin,I2 superfamily,,XIII,nucleic acid level
P07338,P07338|Vx187 precursor|Conus vexillum|Precursor|conotoxin|I2 superfamily||XIII|nucleic acid level,Conus vexillum,Precursor,conotoxin,I2 superfamily,,XIII,nucleic acid level
P07339,P07339|Vx188|Conus vexillum|Wild type|conotoxin|I2 superfamily||XI|nucleic acid level,Conus vexillum,Wild type,conotoxin,I2 superfamily,,XI,nucleic acid level
P07340,P07340|Vx188 precursor|Conus vexillum|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P07341,P07341|Vx179|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07342,P07342|Vx179 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07343,P07343|Vx180|Conus vexillum|Wild type|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,XX,nucleic acid level
P07344,P07344|Vx180 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07345,P07345|Vx181|Conus vexillum|Wild type|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,,nucleic acid level
P07346,P07346|Vx181 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07347,P07347|Vx183|Conus vexillum|Wild type|conotoxin|D superfamily||XX|nucleic acid level,Conus vexillum,Wild type,conotoxin,D superfamily,,XX,nucleic acid level
P07348,P07348|Vx183 precursor|Conus vexillum|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,D superfamily,,,nucleic acid level
P07349,P07349|Vx189|Conus vexillum|Wild type|conotoxin|I2 superfamily||XI|nucleic acid level,Conus vexillum,Wild type,conotoxin,I2 superfamily,,XI,nucleic acid level
P07350,P07350|Vx189 precursor|Conus vexillum|Precursor|conotoxin|I2 superfamily||XI|nucleic acid level,Conus vexillum,Precursor,conotoxin,I2 superfamily,,XI,nucleic acid level
P07351,P07351|Vx190|Conus vexillum|Wild type|conotoxin|I3 superfamily||XI|nucleic acid level,Conus vexillum,Wild type,conotoxin,I3 superfamily,,XI,nucleic acid level
P07352,P07352|Vx190 precursor|Conus vexillum|Precursor|conotoxin|I3 superfamily||XI|nucleic acid level,Conus vexillum,Precursor,conotoxin,I3 superfamily,,XI,nucleic acid level
P07353,P07353|Vx191|Conus vexillum|Wild type|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,J superfamily,,XIV,nucleic acid level
P07354,P07354|Vx191 precursor|Conus vexillum|Precursor|conotoxin|J superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,,nucleic acid level
P07355,P07355|Vx192|Conus vexillum|Wild type|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,J superfamily,,XIV,nucleic acid level
P07356,P07356|Vx192 precursor|Conus vexillum|Precursor|conotoxin|J superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,,nucleic acid level
P07358,P07358|Vx193|Conus vexillum|Wild type|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,J superfamily,,XIV,nucleic acid level
P07359,P07359|Vx193 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07360,P07360|Vx194|Conus vexillum|Wild type|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,J superfamily,,XIV,nucleic acid level
P07361,P07361|Vx194 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07362,P07362|Vx195|Conus vexillum|Wild type|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,J superfamily,,XIV,nucleic acid level
P07363,P07363|Vx195 precursor|Conus vexillum|Precursor|conotoxin|J superfamily||XIV|nucleic acid level,Conus vexillum,Precursor,conotoxin,J superfamily,,XIV,nucleic acid level
P07364,P07364|Vx1|Conus vexillum|Wild type|conotoxin|||XIV|protein level,Conus vexillum,Wild type,conotoxin,,,XIV,protein level
P07365,P07365|Vx1 precrusor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07366,P07366|Vx199|Conus vexillum|Wild type|conotoxin|M superfamily||III|nucleic acid level,Conus vexillum,Wild type,conotoxin,M superfamily,,III,nucleic acid level
P07367,P07367|Vx199 precursor|Conus vexillum|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,M superfamily,,,nucleic acid level
P07368,P07368|Vx200|Conus vexillum|Wild type|conotoxin|||XIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,XIV,nucleic acid level
P07369,P07369|Vx200 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07370,P07370|Vx201|Conus vexillum|Wild type|conotoxin|||XXIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,XXIV,nucleic acid level
P07371,P07371|Vx201 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07372,P07372|Vx205 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07373,P07373|Vx207 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07374,P07374|Vx202|Conus vexillum|Wild type|conotoxin||||nucleic acid level,Conus vexillum,Wild type,conotoxin,,,,nucleic acid level
P07375,P07375|Vx202 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07376,P07376|Vx203|Conus vexillum|Wild type|conotoxin|||XXIV|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,XXIV,nucleic acid level
P07377,P07377|Vx203 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07378,P07378|Vx204|Conus vexillum|Wild type|conotoxin||||nucleic acid level,Conus vexillum,Wild type,conotoxin,,,,nucleic acid level
P07379,P07379|Vx204 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07380,P07380|Vx206|Conus vexillum|Wild type|conotoxin|||I|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,I,nucleic acid level
P07381,P07381|Vx206 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07382,P07382|Vx208|Conus vexillum|Wild type|conotoxin|||VI/VII|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,VI/VII,nucleic acid level
P07383,P07383|Vx208 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07385,P07385|Vx209 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07386,P07386|Vx210|Conus vexillum|Wild type|conotoxin|||IX|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,IX,nucleic acid level
P07387,P07387|Vx210 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07388,P07388|Vx211|Conus vexillum|Wild type|conotoxin|||IX|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,IX,nucleic acid level
P07389,P07389|Vx211 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07390,P07390|Vx212|Conus vexillum|Wild type|conotoxin||||nucleic acid level,Conus vexillum,Wild type,conotoxin,,,,nucleic acid level
P07391,P07391|Vx212 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07392,P07392|Vx213|Conus vexillum|Wild type|conotoxin|||IV|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,IV,nucleic acid level
P07393,P07393|Vx213 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07394,P07394|Vx216|Conus vexillum|Wild type|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus vexillum,Wild type,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P07395,P07395|Vx216 precursor|Conus vexillum|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P07396,P07396|Vx218 precursor|Conus vexillum|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus vexillum,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P07397,P07397|Vx219|Conus vexillum|Wild type|conotoxin|||VI/VII|nucleic acid level,Conus vexillum,Wild type,conotoxin,,,VI/VII,nucleic acid level
P07398,P07398|Vx219 precursor|Conus vexillum|Precursor|conotoxin||||nucleic acid level,Conus vexillum,Precursor,conotoxin,,,,nucleic acid level
P07399,P07399|Conantokin-SuA|Conus sulcatus|Wild type|conantokin||||protein level,Conus sulcatus,Wild type,conantokin,,,,protein level
P07400,P07400|Conantokin-SuA precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07401,P07401|Conantokin-SuB|Conus sulcatus|Wild type|conantokin||||nucleic acid level,Conus sulcatus,Wild type,conantokin,,,,nucleic acid level
P07402,P07402|Conantokin-SuB precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07403,P07403|Conantokin-SuC|Conus sulcatus|Wild type|conantokin||||protein level,Conus sulcatus,Wild type,conantokin,,,,protein level
P07404,P07404|Conantokin-SuC precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07405,P07405|Conantokin-SuD|Conus sulcatus|Wild type|conantokin||||protein level,Conus sulcatus,Wild type,conantokin,,,,protein level
P07406,P07406|Conantokin-SuD precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07407,P07407|Conantokin-SuE|Conus sulcatus|Wild type|conantokin||||protein level,Conus sulcatus,Wild type,conantokin,,,,protein level
P07408,P07408|Conantokin-SuE precursor incomplete|Conus sulcatus|Precursor|conantokin||||nucleic acid level,Conus sulcatus,Precursor,conantokin,,,,nucleic acid level
P07423,P07423|Vi6.2|Conus virgo|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus virgo,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07424,P07424|Vi6.4|Conus virgo|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus virgo,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07425,P07425|Tr6.2|Conus terebra|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus terebra,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07426,P07426|Tr6.3|Conus terebra|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus terebra,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07427,P07427|Kt6.1|Conus kintoki|Wild type|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus kintoki,Wild type,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P07428,P07428|Vi6.2 precursor|Conus virgo|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus virgo,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07429,P07429|Vi6.4 precursor|Conus virgo|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus virgo,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07430,P07430|Tr6.2 precursor|Conus terebra|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07431,P07431|Tr6.3 precursor|Conus terebra|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus terebra,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07432,P07432|Kt6.1 precursor|Conus kintoki|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus kintoki,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P07434,P07434|KIIIB|Conus kinoshitai|Wild type|conotoxin|||III|protein level,Conus kinoshitai,Wild type,conotoxin,,,III,protein level
P07473,P07473|Am6.1|Conus amadis|Wild type|conotoxin|O2 superfamily||VI/VII|protein level,Conus amadis,Wild type,conotoxin,O2 superfamily,,VI/VII,protein level
P07475,P07475|Am6.2|Conus amadis|Wild type|conotoxin|O1 superfamily||VI/VII|protein level,Conus amadis,Wild type,conotoxin,O1 superfamily,,VI/VII,protein level
P07476,P07476|Amz1.10 precursor|Conus andremenezi|Precursor|conotoxin|||I|nucleic acid level,Conus andremenezi,Precursor,conotoxin,,,I,nucleic acid level
P07477,P07477|Amz1.10|Conus andremenezi|Wild type|conotoxin|||I|nucleic acid level,Conus andremenezi,Wild type,conotoxin,,,I,nucleic acid level
P07478,P07478|Amz1.2 precursor|Conus andremenezi|Precursor|conotoxin|||I|nucleic acid level,Conus andremenezi,Precursor,conotoxin,,,I,nucleic acid level
P07479,P07479|Amz1.2 |Conus andremenezi|Wild type|conotoxin|||I|nucleic acid level,Conus andremenezi,Wild type,conotoxin,,,I,nucleic acid level
P07480,P07480|Lt1.3 [globular]|Conus litteratus|Wild type|conotoxin|||I|nucleic acid level,Conus litteratus,Wild type,conotoxin,,,I,nucleic acid level
P07481,P07481|Lt1.3 precursor|Conus litteratus|Precursor|conotoxin|||I|nucleic acid level,Conus litteratus,Precursor,conotoxin,,,I,nucleic acid level
P07497,P07497|Bru9a|Conus brunneus|Wild type|conotoxin|||IX|Unknown,Conus brunneus,Wild type,conotoxin,,,IX,Unknown
P07504,P07504|reg3b|Conus regius|Wild type|conotoxin|||III|protein level,Conus regius,Wild type,conotoxin,,,III,protein level
P07525,P07525|TsIIIA|Conus tessulatus|Wild type|conotoxin|M superfamily||III|nucleic acid level,Conus tessulatus,Wild type,conotoxin,M superfamily,,III,nucleic acid level
P07526,P07526|TsIIIA precursor|Conus tessulatus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus tessulatus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P07532,P07532|ConoCAP-Vilb|Conus villepinii|Wild type|conoCAP||||nucleic acid level,Conus villepinii,Wild type,conoCAP,,,,nucleic acid level
P07533,P07533|ConoCAP-Vila|Conus villepinii|Wild type|conoCAP||||protein level,Conus villepinii,Wild type,conoCAP,,,,protein level
P07534,P07534|ConoCAP-Vilc|Conus villepinii|Wild type|conoCAP||||nucleic acid level,Conus villepinii,Wild type,conoCAP,,,,nucleic acid level
P07535,P07535|ConoGAY-AusB|Conus australis|Wild type|conoGAY||||protein level,Conus australis,Wild type,conoGAY,,,,protein level
