mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P08007,P08007|T9.1 precursor|Conus tulipa|Precursor|conotoxin|||IX|nucleic acid level,Conus tulipa,Precursor,conotoxin,,,IX,nucleic acid level
P08008,P08008|T9.2 precursor|Conus tulipa|Precursor|conotoxin|||IX|nucleic acid level,Conus tulipa,Precursor,conotoxin,,,IX,nucleic acid level
P08009,P08009|T22.1 precursor|Conus tulipa|Precursor|conotoxin|||XXII|nucleic acid level,Conus tulipa,Precursor,conotoxin,,,XXII,nucleic acid level
P08010,P08010|Tu081 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08011,P08011|Tu082 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08012,P08012|Tu083 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08013,P08013|Tu084 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08014,P08014|Tu085 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08015,P08015|Tu086 precursor|Conus tulipa|Precursor|unclassified||||nucleic acid level,Conus tulipa,Precursor,unclassified,,,,nucleic acid level
P08057,P08057|Tu032 precursor|Conus tulipa|Precursor|unclassified|O1 superfamily|||nucleic acid level,Conus tulipa,Precursor,unclassified,O1 superfamily,,,nucleic acid level
P08059,P08059|TVIA precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08067,P08067|T6.8 precursor|Conus tulipa|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus tulipa,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08073,P08073|T1.2 precursor|Conus tulipa|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus tulipa,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08114,P08114|Ca6.5 precursor|Conus caracteristicus|Precursor|conotoxin|I3 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,,VI/VII,nucleic acid level
P08122,P08122|Ca14.8 precursor|Conus caracteristicus|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P08124,P08124|Ca14.9 precursor|Conus caracteristicus|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P08126,P08126|Ca14.10 precursor|Conus caracteristicus|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P08129,P08129|Ca14.7 precursor|Conus caracteristicus|Precursor|conotoxin|L superfamily||XIV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,L superfamily,,XIV,nucleic acid level
P08132,P08132|Ca4.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily||IV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,IV,nucleic acid level
P08134,P08134|Ca3.2 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08145,P08145|Ca6.14 precursor|Conus caracteristicus|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08160,P08160|Contryphan-Ca1 precursor|Conus caracteristicus|Precursor|contryphan||||nucleic acid level,Conus caracteristicus,Precursor,contryphan,,,,nucleic acid level
P08184,P08184|Ca3.1 precursor|Conus caracteristicus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08187,P08187|Ca6.15 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08189,P08189|Ca15.4 precursor|Conus caracteristicus|Precursor|conotoxin|O2 superfamily||XV|nucleic acid level,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,,XV,nucleic acid level
P08192,P08192|Contryphan-Ca2 precursor|Conus caracteristicus|Precursor|contryphan||||nucleic acid level,Conus caracteristicus,Precursor,contryphan,,,,nucleic acid level
P08194,P08194|Contryphan-Ca3 precursor|Conus caracteristicus|Precursor|contryphan||||nucleic acid level,Conus caracteristicus,Precursor,contryphan,,,,nucleic acid level
P08208,P08208|Ge1.2 precursor|Conus generalis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus generalis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08210,P08210|GeXXA precursor|Conus generalis|Precursor|conotoxin|D superfamily||XX|nucleic acid level,Conus generalis,Precursor,conotoxin,D superfamily,,XX,nucleic acid level
P08223,P08223|Ge3.3 precursor|Conus generalis|Precursor|conotoxin|||III|nucleic acid level,Conus generalis,Precursor,conotoxin,,,III,nucleic acid level
P08227,P08227|Ge6.5 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08229,P08229|Ge6.6 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08233,P08233|Ge6.8 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08235,P08235|Ge6.9 precursor|Conus generalis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus generalis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08256,P08256|Ge5.4 precursor|Conus generalis|Precursor|conotoxin|||V|nucleic acid level,Conus generalis,Precursor,conotoxin,,,V,nucleic acid level
P08272,P08272|Qc3.7 precursor|Conus quercinus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08284,P08284|Qc6.14 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08366,P08366|Conorfamide-Tx1 precursor|Conus textile|Precursor|conorfamide||||nucleic acid level,Conus textile,Precursor,conorfamide,,,,nucleic acid level
P08368,P08368|Conorfamide-Tx2 precursor|Conus textile|Precursor|conorfamide||||nucleic acid level,Conus textile,Precursor,conorfamide,,,,nucleic acid level
P08373,P08373|Contryphan-Am precursor|Conus amadis|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus amadis,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P08375,P08375|Am5.1 precursor|Conus amadis|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus amadis,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P08376,P08376|Am3.2 precursor|Conus amadis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus amadis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08377,P08377|Am1.1 precursor|Conus amadis|Precursor|conotoxin|T superfamily||I|nucleic acid level,Conus amadis,Precursor,conotoxin,T superfamily,,I,nucleic acid level
P08379,P08379|Am3.1 precursor|Conus amadis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus amadis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08382,P08382|Am1.2 precursor|Conus amadis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus amadis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08386,P08386|Am3.3 precursor|Conus amadis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus amadis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08388,P08388|Am1.4 precursor|Conus amadis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus amadis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08392,P08392|Am3.4 precursor|Conus amadis|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus amadis,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08394,P08394|Am1.6 precursor|Conus amadis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus amadis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08396,P08396|Am1.5 precursor|Conus amadis|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus amadis,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08398,P08398|Am6.3 precursor|Conus amadis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08400,P08400|Am6.4 precursor|Conus amadis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P08402,P08402|Am6.5 precursor|Conus amadis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P08404,P08404|Am14.1 precursor|Conus amadis|Precursor|conotoxin|||XIV|nucleic acid level,Conus amadis,Precursor,conotoxin,,,XIV,nucleic acid level
P08406,P08406|Am6.6 precursor|Conus amadis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08408,P08408|Am6.7 precursor|Conus amadis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P08430,P08430|Conkunitzin-Lt1 precursor|Conus litteratus|Precursor|conkunitzin||||nucleic acid level,Conus litteratus,Precursor,conkunitzin,,,,nucleic acid level
P08432,P08432|Con-ikot-ikot-Lt1 precursor|Conus litteratus|Precursor|con-ikot-ikot||||nucleic acid level,Conus litteratus,Precursor,con-ikot-ikot,,,,nucleic acid level
P08454,P08454|E1.2 precursor|Conus ermineus|Precursor|conotoxin|A superfamily||I|nucleic acid level,Conus ermineus,Precursor,conotoxin,A superfamily,,I,nucleic acid level
P08459,P08459|EIVB precursor|Conus ermineus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus ermineus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P08460,P08460|E5.2 precursor|Conus ermineus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus ermineus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P08462,P08462|E5.3 precursor|Conus ermineus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus ermineus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P08464,P08464|Conantokin-E1 precursor|Conus ermineus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus ermineus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P08465,P08465|E6.2 precursor|Conus ermineus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus ermineus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P08466,P08466|E6.1 precursor|Conus ermineus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus ermineus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P08467,P08467|EVIA precursor|Conus ermineus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus ermineus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P08468,P08468|E4.1 precursor|Conus ermineus|Precursor|conotoxin|A superfamily||IV|nucleic acid level,Conus ermineus,Precursor,conotoxin,A superfamily,,IV,nucleic acid level
P08470,P08470|E1.3 precursor|Conus ermineus|Precursor|conotoxin|||I|nucleic acid level,Conus ermineus,Precursor,conotoxin,,,I,nucleic acid level
P08472,P08472|Conantokin-E2 precursor|Conus ermineus|Precursor|conantokin|B1 superfamily|||nucleic acid level,Conus ermineus,Precursor,conantokin,B1 superfamily,,,nucleic acid level
P08473,P08473|Con-ikot-ikot-E1 precursor|Conus ermineus|Precursor|con-ikot-ikot||||nucleic acid level,Conus ermineus,Precursor,con-ikot-ikot,,,,nucleic acid level
P08475,P08475|Conkunitzin-E1 precursor|Conus ermineus|Precursor|conkunitzin||||nucleic acid level,Conus ermineus,Precursor,conkunitzin,,,,nucleic acid level
P08476,P08476|Conkunitzin-E3 precursor|Conus ermineus|Precursor|conkunitzin||||nucleic acid level,Conus ermineus,Precursor,conkunitzin,,,,nucleic acid level
P08478,P08478|Conkunitzin-E4 precursor|Conus ermineus|Precursor|conkunitzin||||nucleic acid level,Conus ermineus,Precursor,conkunitzin,,,,nucleic acid level
P08480,P08480|Conkunitzin-E5 precursor|Conus ermineus|Precursor|conkunitzin||||nucleic acid level,Conus ermineus,Precursor,conkunitzin,,,,nucleic acid level
P08482,P08482|E20.1 precursor|Conus ermineus|Precursor|conotoxin|D superfamily||XX|nucleic acid level,Conus ermineus,Precursor,conotoxin,D superfamily,,XX,nucleic acid level
P08484,P08484|E22.1 precursor|Conus ermineus|Precursor|conotoxin|E superfamily||XXII|nucleic acid level,Conus ermineus,Precursor,conotoxin,E superfamily,,XXII,nucleic acid level
P08489,P08489|FlfXIVB precursor|Conus anabathrum|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus anabathrum,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08490,P08490|VilXIVA precursor|Conus villepinii|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus villepinii,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08491,P08491|VilXIVB precursor|Conus villepinii|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus villepinii,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08493,P08493|VilXIVB precursor|Conus villepinii|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus villepinii,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08494,P08494|VilXIVC precursor|Conus villepinii|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus villepinii,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08496,P08496|VilXIVC precursor|Conus villepinii|Precursor|conotoxin|R superfamily||XIV|nucleic acid level,Conus villepinii,Precursor,conotoxin,R superfamily,,XIV,nucleic acid level
P08532,P08532|reg3b precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08535,P08535|reg3k precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08537,P08537|reg3f precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08539,P08539|reg3h precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08542,P08542|reg12l precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08545,P08545|reg3.5 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08547,P08547|reg3.6 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08549,P08549|reg3.7 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08551,P08551|reg3.8 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08553,P08553|reg3.9 precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08555,P08555|reg3.10 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08557,P08557|reg3.11 precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08559,P08559|reg3.12 precursor|Conus regius|Precursor|conotoxin|||III|nucleic acid level,Conus regius,Precursor,conotoxin,,,III,nucleic acid level
P08563,P08563|reg3.14 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08565,P08565|reg3.15 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08569,P08569|reg3.17 precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08571,P08571|reg3a precursor|Conus regius|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus regius,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P08575,P08575|Vx27.1 precursor|Conus vexillum|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus vexillum,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08577,P08577|Vr27.1 precursor|Conus varius|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus varius,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08581,P08581|Ml27.1 precursor|Conus miliaris|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus miliaris,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08582,P08582|Eb27.1 precursor|Conus ebraeus|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus ebraeus,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08584,P08584|Eb27.2 precursor|Conus ebraeus|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus ebraeus,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08586,P08586|Eb27.3 precursor|Conus ebraeus|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus ebraeus,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08588,P08588|Eb27.4 precursor|Conus ebraeus|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus ebraeus,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08590,P08590|Ml27.2 precursor|Conus miliaris|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus miliaris,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08592,P08592|Di27.1 precursor|Conus distans|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus distans,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
P08594,P08594|Di27.2 precursor|Conus distans|Precursor|conotoxin|G2 superfamily||XXVII|nucleic acid level,Conus distans,Precursor,conotoxin,G2 superfamily,,XXVII,nucleic acid level
