mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P07012,Conus vexillum,Precursor,conantokin,O2 superfamily,NA,VI/VII,nucleic acid level,5.34932,10.635086,3.48134,-0.90134317,1.3717537,-0.7409288,
P07013,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,protein level,8.537007,6.358688,4.7737103,1.1721567,0.016892567,-0.021971136,
P07014,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.5641937,7.1978045,5.5362825,0.71267533,0.37692788,-0.54442364,
P07015,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,protein level,8.182467,6.331379,4.6927676,0.7494178,0.028339086,0.0015674859,
P07016,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.6135187,7.5819507,5.1655107,0.278117,0.5428436,-0.7645952,
P07017,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.5983014,7.6854973,5.1833043,0.21337932,0.5649443,-0.76513803,
P07018,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,protein level,12.493167,6.1119976,4.103407,2.329293,0.19539824,1.1645062,
P07019,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.428064,7.2616005,5.6840906,1.2283597,0.4078557,-0.5127455,
P07020,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.448081,7.3304553,5.5486026,1.196382,0.39422354,-0.53600585,
P07021,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,protein level,8.126102,6.418393,4.5420856,0.83343214,-0.043160673,0.022981254,
P07022,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7983084,7.498256,5.020963,0.77587444,0.4472466,-0.5435316,
P07023,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.9105797,7.395915,4.877377,0.72302705,0.45709527,-0.53043723,
P07024,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,protein level,8.2985325,6.284057,4.440831,0.94948375,-0.17953798,-0.02498965,
P07025,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7988853,7.6415744,5.119878,0.66992354,0.469055,-0.67605555,
P07026,Conus vexillum,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.856596,11.899594,4.2512693,-0.62968284,1.3792205,-0.45832363,
P07027,Conus vexillum,Precursor,conotoxin,T superfamily,NA,NA,nucleic acid level,8.241285,10.74571,5.609259,0.75800294,0.63368744,-1.1852127,
P07028,Conus vexillum,Wild type,conotoxin,M superfamily,NA,IX,protein level,8.428757,6.383503,1.2192194,-0.020949528,0.54174304,-0.05491023,
P07029,Conus vexillum,Precursor,conotoxin,M superfamily,NA,IX,nucleic acid level,8.324352,9.274005,4.504375,0.63949764,0.66909987,-1.0244718,
P07030,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,protein level,12.656667,9.816307,7.63249,1.1882689,0.57531863,-0.8808286,
P07031,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.960554,10.460963,7.95771,0.47613785,0.93166786,-1.2964731,
P07032,Conus vexillum,Wild type,conotoxin,I2 superfamily,NA,XI,protein level,9.363601,6.359874,2.5893831,0.82600313,0.05511908,0.046382986,
P07033,Conus vexillum,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,8.157242,9.257648,3.8805006,0.32205498,0.5931752,-0.830776,
P07034,Conus vexillum,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.650825,13.01451,4.9015713,0.14645551,0.9015589,-1.6512693,
P07035,Conus vexillum,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.513063,11.898069,5.314493,0.57329834,0.58656776,-1.2484831,
P07036,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.912487,9.908907,4.064957,0.31000587,0.49888834,-1.1088022,
P07037,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.063198,9.89813,3.9719768,0.585422,0.43797606,-1.0246546,
P07038,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.03072,9.773697,3.9625995,0.5810089,0.42403728,-1.0202669,
P07039,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.172691,9.927434,4.0432997,0.59266514,0.42153147,-1.0248746,
P07040,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.927623,9.856867,3.996491,0.6083335,0.43401432,-1.0144109,
P07041,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.240666,9.963126,4.1184053,0.60367,0.42290565,-1.0555649,
P07042,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.148195,9.820835,3.9487073,0.60084844,0.41935903,-1.0134673,
P07043,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.969465,10.026755,4.1464114,0.58890146,0.43793374,-1.0242395,
P07044,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.196306,9.839429,3.955843,0.6575374,0.42163804,-0.9165039,
P07045,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.143414,9.993097,4.1655693,0.6009431,0.43458477,-1.0531188,
P07046,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.841424,9.814325,4.0680327,0.54955685,0.4638204,-1.0416216,
P07047,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.94878,9.731433,4.0810137,0.58956975,0.4231101,-0.9941006,
P07048,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,8.967172,9.81675,4.087851,0.6231655,0.40129784,-0.86130184,
P07049,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.170316,9.95501,4.1535625,0.6737425,0.3990955,-1.002739,
P07050,Conus vexillum,Precursor,conotoxin,D superfamily,NA,XX,nucleic acid level,9.491759,8.482313,7.452707,0.8573839,0.30061302,-0.7629214,
P07051,Conus vexillum,Wild type,conotoxin,F superfamily,NA,NA,protein level,11.778281,7.37785,4.615653,2.0778763,0.61341214,0.7348968,
P07052,Conus vexillum,Precursor,conotoxin,F superfamily,NA,NA,nucleic acid level,10.919001,8.097973,5.4827724,1.8293198,0.5723561,-0.48588476,
P07053,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,VIII,protein level,10.869108,6.6158404,4.2396965,1.7830473,0.24425067,0.47367972,
P07054,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.5413995,7.0680504,6.063114,0.7600932,0.54153544,-0.5527036,
P07055,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,XXII,protein level,10.982163,6.575866,4.2609468,1.851528,0.18390512,0.68886936,
P07056,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7514725,7.0987563,6.0321927,1.0564641,0.50337327,-0.3012686,
P07057,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,VIII,protein level,11.424061,6.5663123,4.1789036,2.003357,0.23453121,0.698587,
P07058,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.5068502,7.1089787,6.0006943,0.7386468,0.5552298,-0.58912164,
P07059,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.8589,9.927302,7.9724813,1.0249317,0.4232723,-0.8688028,
P07060,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.118362,10.563781,8.136716,0.21707915,0.83146834,-1.3870195,
P07061,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.893227,9.801268,8.042124,1.0311637,0.45176783,-0.8619358,
P07062,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.131742,10.499651,8.239703,0.2859366,0.8491442,-1.3629124,
P07063,Conus monile,Wild type,conotoxin,NA,NA,XXXII,nucleic acid level,8.979354,7.332636,-0.078007996,-0.788035,0.48310813,0.38185495,
P07064,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.957833,9.902702,8.069037,0.9827604,0.43161494,-0.88024145,
P07065,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.096291,10.616814,8.189675,0.18479262,0.8268702,-1.3922354,
P07066,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.745084,9.936844,7.737317,1.124567,0.5638146,-0.90243435,
P07067,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.886267,10.589734,8.031942,0.34247094,0.96847665,-1.4472584,
P07068,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.702755,9.907938,7.613917,1.0580927,0.64718175,-0.96816,
P07069,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.896152,10.475939,7.9703345,0.3106819,0.9631271,-1.4400373,
P07070,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.70271,10.118974,7.6354556,0.8802926,0.69148993,-1.0282886,
P07071,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.939012,10.598238,7.976544,0.20692188,0.9909639,-1.4892983,
P07072,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.6630335,9.930492,7.649523,1.0576699,0.5808996,-0.9573803,
P07073,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.932664,10.535518,8.028416,0.3132191,0.9678433,-1.4510626,
P07074,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.871605,10.0197525,7.9662795,0.9741385,0.46055573,-0.95649344,
P07075,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.225944,10.639456,8.315707,0.06318878,0.9487338,-1.5486223,
P07077,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.88966,10.69369,8.115412,0.44474667,0.731159,-1.5348352,
P07078,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.071933,7.0906363,6.401108,2.10809,0.3386487,-0.22803271,
P07079,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.892212,10.692132,8.107768,0.5082826,0.7323597,-1.504606,
P07080,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.813221,9.902722,7.910798,1.2287818,0.4102748,-0.8119359,
P07081,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.11769,10.725598,8.181791,0.12776887,0.92818743,-1.5555058,
P07082,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.901102,9.948263,7.997334,1.1729431,0.41510376,-0.80035985,
P07083,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.08608,10.505568,8.187118,0.36464718,0.8390445,-1.3150241,
P07084,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.699486,9.859825,7.5869913,1.1022515,0.65258425,-0.93823344,
P07085,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.938856,10.480957,7.977348,0.3884163,0.9597796,-1.4074126,
P07086,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.673347,10.040141,7.571974,0.929383,0.68091244,-1.0065011,
P07087,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.865452,10.733182,7.8999267,0.23079537,0.9942332,-1.4879149,
P07088,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.71821,9.873169,7.720358,1.0648682,0.574205,-0.95032513,
P07089,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.914014,10.575381,7.9994235,0.32195112,0.9575218,-1.4206532,
P07090,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.987723,9.961435,7.984066,1.2550739,0.5980501,-0.8694741,
P07091,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.061939,10.437854,8.08006,0.5036879,0.8965376,-1.3115913,
P07092,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.897802,10.022134,7.94218,1.2544091,0.58175987,-0.8814157,
P07093,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.086307,10.5243635,8.1036415,0.5054547,0.89583635,-1.302588,
P07094,Conus vexillum,Wild type,conantokin,B2 superfamily,NA,NA,nucleic acid level,12.915416,9.894896,8.005347,0.9912921,0.46324143,-0.95235,
P07095,Conus vexillum,Precursor,conantokin,B2 superfamily,NA,NA,nucleic acid level,13.050621,10.651523,8.141125,0.08680347,0.958798,-1.5486436,
P07096,Conus vexillum,Wild type,conotoxin,C superfamily,NA,NA,nucleic acid level,12.58465,4.830615,6.032983,2.5012949,-0.21987991,0.6128047,
P07097,Conus vexillum,Precursor,conotoxin,C superfamily,NA,NA,nucleic acid level,10.455928,7.9641266,6.886621,1.678419,0.5024408,-0.535142,
P07098,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,XXI,nucleic acid level,8.25421,6.619285,4.300299,1.4125984,-0.011726284,0.17684172,
P07099,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.978205,7.3882895,4.8889503,0.9880845,0.46558103,-0.43530223,
P07101,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.869251,6.4719453,4.46025,1.4213961,-0.07246816,0.5137001,
P07102,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.901678,7.3072443,5.1710315,0.9193755,0.39966878,-0.4629152,
P07103,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.798328,7.237738,5.2568264,0.91384,0.39588037,-0.46377504,
P07104,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.095488,6.4281945,4.4037676,1.1322492,-0.023693118,0.025678419,
P07105,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.740277,7.275106,5.1338463,0.9634815,0.44078854,-0.45705238,
P07106,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.923176,4.629348,6.1082635,2.5506163,-0.20293282,1.0079073,
P07107,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.623243,6.666674,7.1401234,2.2908323,0.37821603,0.032477595,
P07108,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.641897,6.592092,7.18525,2.157102,0.43351996,-0.19233142,
P07109,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.178308,6.6933546,5.5764437,2.7438555,0.090245016,0.57687956,
P07110,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.284854,7.1138783,6.983941,2.2320547,0.50282013,-0.057224322,
P07111,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.117127,7.235345,6.9399514,2.115372,0.5143882,-0.14051814,
P07112,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.654999,6.400039,4.742898,1.1842995,-0.004226809,-0.002052887,
P07113,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.7015834,7.2398944,5.561095,0.7324299,0.35747766,-0.55793583,
P07114,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.964314,7.3492484,5.2291217,0.7890179,0.35251456,-0.49703342,
P07115,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.220544,6.4489684,4.577544,0.8183678,-0.030219138,-0.029206377,
P07116,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.859904,7.4507756,4.9774017,0.7632193,0.45690292,-0.56695503,
P07117,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.852646,7.3414993,4.8982244,0.71331966,0.4643348,-0.554788,
P07118,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.597142,6.4238873,4.748267,1.2150098,0.010869258,-0.0068827006,
P07119,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.847817,7.269138,5.2611175,0.79074085,0.35588938,-0.4918365,
P07120,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.6749697,7.2848577,5.5362134,0.7391808,0.3640347,-0.5546163,
P07121,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.246303,6.2166233,4.627298,0.70574373,-0.07969622,0.14278181,
P07122,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.563568,7.47101,5.440608,0.59415394,0.38738146,-0.5316936,
P07123,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.6676035,7.3408566,5.201665,0.58851665,0.3983841,-0.51144737,
P07124,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,XXI,nucleic acid level,8.366689,6.4611516,4.2883477,1.3430341,-0.14125036,0.22848773,
P07125,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.977596,7.578372,5.090069,0.87186986,0.4184014,-0.55887747,
P07126,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.143083,6.6170726,4.454588,1.1158608,0.0060469992,-0.03848736,
P07127,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.882989,7.3175764,4.9736657,0.947007,0.451967,-0.4863626,
P07128,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.8211617,7.420645,4.877716,0.89148545,0.45892867,-0.48497346,
P07129,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,13.087152,4.677601,6.145346,2.6559618,-0.07044662,1.1447787,
P07130,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.544432,6.7192206,7.1808615,2.1415954,0.47293323,-0.23762597,
P07131,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.578758,6.054486,4.3124537,0.7148987,-0.3464823,0.010957888,
P07132,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.528776,7.393757,5.5429215,0.3525046,0.5015958,-0.81996083,
P07133,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.858216,4.4926624,6.224936,2.4891467,-0.16427727,0.95844793,
P07134,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.576835,6.65427,7.1547284,2.1050892,0.44554117,-0.26637858,
P07135,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.569121,6.3285704,5.629346,2.8493972,0.05340589,0.8610694,
P07136,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.270514,7.0173984,7.1399117,2.1964214,0.47859135,-0.044719134,
P07137,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.882549,4.6073537,6.0024257,2.7040606,-0.16421507,1.1367816,
P07138,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.257202,6.9398274,7.084059,2.1516025,0.40465504,0.07780842,
P07139,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.480694,6.000755,4.06492,2.4055738,0.22315839,1.2002698,
P07140,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.568309,7.2720447,5.7195406,1.4265536,0.40634137,-0.30341652,
P07141,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.630796,6.1574063,4.132801,2.5100207,0.18640625,1.310735,
P07142,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.51091,7.359101,5.6253986,1.3753008,0.38053328,-0.3121943,
P07143,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.5349455,7.354881,5.537675,1.3166012,0.37858373,-0.3573754,
P07144,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.006929,6.7329335,4.664305,1.0567107,0.15105602,-0.07356684,
P07145,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.963231,7.2679353,5.0744753,1.0702324,0.46797627,-0.41207284,
P07146,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.248511,6.6580215,4.6112733,1.2938408,0.09382075,-0.07564915,
P07147,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.050343,7.32168,5.12946,1.15034,0.44379047,-0.4029798,
P07148,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.218104,6.482789,4.7935023,0.77687407,-0.0007867693,0.02728358,
P07149,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.492386,7.165504,5.836669,0.3631203,0.36946335,-0.5125014,
P07150,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.187797,6.3272324,4.708322,0.8409508,0.013668464,0.063110135,
P07151,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.65295,7.584148,5.2084723,0.3541962,0.5387449,-0.7353456,
P07152,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,12.498991,6.1174846,4.169538,2.5217724,0.18829337,1.3086319,
P07153,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.643525,7.4072204,5.729336,1.4494535,0.3693524,-0.23251413,
P07154,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.265404,6.3207426,4.509526,0.8626115,-0.047764167,0.025274077,
P07155,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.8126264,7.412466,5.1679177,0.79044586,0.44089633,-0.5476732,
P07156,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.1868925,6.3715963,4.5171075,0.907637,-0.015295628,0.016351363,
P07157,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.876355,7.263891,4.949734,0.84996015,0.4386948,-0.47112003,
P07158,Conus vexillum,Wild type,con-ikot-ikot,NA,NA,XXII,nucleic acid level,12.196991,6.425471,4.0844655,2.4957104,0.16164178,1.2669687,
P07159,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.6380053,7.095768,6.2496376,1.0476649,0.41151106,-0.3575798,
